GEOID,Year,prevalence,prevalence_upper,prevalence_lower,tenure,hh_size,total_by_Tenure,count_value,count_upper,count_lower,county_total_by_tenure_size,distribution,distribution_upper,distribution_lower
Ballard,2010,0.2870625294545208,0.30093094261657793,0.27359004399711273,Owner Occupied,1,14704.263967342076,4221.043208232184,4424.968016175233,4022.940225770278,107143.64449393004,0.039396113770157566,0.04129939799113254,0.03754716618770783
Beacon/Gtown/S.Park,2010,0.23339978129013209,0.24555918065786275,0.2216841105764077,Owner Occupied,1,8240.641962677897,1923.364031779306,2023.5652884499864,1826.8193840748722,107143.64449393004,0.01795126571308921,0.018886470569559787,0.017050188956176174
Bear Creek/Carnation/Duvall,2010,0.11260613416463156,0.11946488402345816,0.10611194725868112,Owner Occupied,1,23246.52427436102,2617.7012313000614,2777.1433263850445,2466.733957748647,107143.64449393004,0.024431698619775444,0.025919813904989732,0.02302268108761592
Bellevue-Central,2010,0.2831896981586846,0.296930967377499,0.26981455821370665,Owner Occupied,1,6669.06195376777,1888.6096416890623,1980.2510174327376,1799.4100047556904,107143.64449393004,0.017626893789263038,0.018482207010840704,0.016794369962444496
Bellevue-NE,2010,0.19244867208660651,0.20302498613531708,0.18230112232653975,Owner Occupied,1,10250.565304682157,1972.7076810231222,2081.120878862257,1868.6895595250462,107143.64449393004,0.018411803055055506,0.019423652132536502,0.017440974388648056
Bellevue-South,2010,0.1295184089737348,0.13725147470663257,0.1221815462191306,Owner Occupied,1,8711.511217317973,1128.3010726238674,1195.6677615002636,1064.3859104372107,107143.64449393004,0.010530732624908877,0.0111594837673083,0.009934195494885474
Bellevue-West,2010,0.26222462547288655,0.2753169406540983,0.2495187087594404,Owner Occupied,1,6492.3071162033075,1702.4428020013684,1787.442133019926,1619.9520885047755,107143.64449393004,0.015889349387380753,0.016682670647078734,0.015119441719163752
Black Diamond/Enumclaw/SE County,2010,0.1582237864353461,0.16731842856802523,0.14954087798683635,Owner Occupied,1,15954.735381236154,2524.4186435931697,2669.521252207106,2385.885136957697,107143.64449393004,0.023561067532439448,0.02491534859408615,0.022268097638706543
Bothell/Woodinville,2010,0.21600414492296277,0.22752672894961645,0.2049014963986408,Owner Occupied,1,9184.297492500064,1983.8463265855873,2089.673166168704,1881.8762995835475,107143.64449393004,0.01851576298301088,0.01950347289415836,0.017564049724761423
Burien,2010,0.2393819266639451,0.2517492111453706,0.2274407984357888,Owner Occupied,1,10064.784687279856,2409.327549898824,2533.8016053707092,2289.142665359231,107143.64449393004,0.022486891884990142,0.02364864119881843,0.021365174539017262
Capitol Hill/E.lake,2010,0.34396721763308175,0.35917591977191826,0.32906851978223467,Owner Occupied,1,9158.379549945017,3150.182331822303,3289.4693984718283,3013.7344021042954,107143.64449393004,0.029401485703622564,0.030701488772469233,0.028127981051410202
Central Seattle,2010,0.28723021452159014,0.3010968154226271,0.2737607148610842,Owner Occupied,1,9532.968151280162,2738.1564871196874,2870.346351875786,2609.7521758424054,107143.64449393004,0.025555939412484806,0.026789702417098552,0.02435750798070206
Covington/Maple Valley,2010,0.14064932113073308,0.14891123983817467,0.13278603276040712,Owner Occupied,1,16576.8433291354,2331.5217607334157,2468.4782927447277,2201.1732613667095,107143.64449393004,0.02176070985587486,0.02303896142794147,0.020544132801935924
Delridge,2010,0.26198465422514816,0.2751047538667695,0.24927637011977957,Owner Occupied,1,7072.852680504708,1852.9788638874381,1945.7753958061687,1763.0950425881665,107143.64449393004,0.0172943423069057,0.018160436906889066,0.01645543280626459
Des Moines/Normandy Park,2010,0.223532312546161,0.23533130429054544,0.2121604838250069,Owner Occupied,1,8977.378926968871,2006.7342721485252,2112.658291994042,1904.6450566261371,107143.64449393004,0.018729382238460365,0.01971799915872499,0.017776556562195716
Downtown,2010,0.5841280616869797,0.6002561842869153,0.5677338010914181,Owner Occupied,1,4858.50910491573,2837.9915061429683,2916.3501366399523,2758.339841771071,107143.64449393004,0.026487726076031955,0.02721906791965781,0.02574431600492494
East Federal Way,2010,0.15411815376391105,0.16302600880762724,0.1456257016211564,Owner Occupied,1,9204.02357522607,1418.507120613354,1500.4952284404142,1340.342390879961,107143.64449393004,0.013239302501920363,0.014004519218360366,0.01250977038545571
Fairwood,2010,0.15823243499623346,0.167329651134294,0.14955003167776096,Owner Occupied,1,6567.071670758994,1039.1237412589787,1098.8658116420077,982.1057763921341,107143.64449393004,0.009698416981866317,0.010256005541273717,0.009166253220439714
Fed Way-Central/Military Rd,2010,0.1971107779364382,0.20790426928220856,0.18674280825015543,Owner Occupied,1,11939.012982226639,2353.308136719928,2482.171770020631,2229.5248120360657,107143.64449393004,0.021964047870830537,0.02316676627666191,0.02080874533031564
Fed Way-Dash Point/Woodmont,2010,0.17098078355755303,0.1806575927884346,0.1617274557933547,Owner Occupied,1,7873.600805913475,1346.2344352144669,1422.425768173407,1273.3774262728934,107143.64449393004,0.012564762395129601,0.013275876277047781,0.011884768642017152
Fremont/Greenlake,2010,0.3043884579598692,0.3186910563445191,0.2904533338574834,Owner Occupied,1,10866.99907949571,3307.789092459017,3463.2154159394045,3156.3561116657324,107143.64449393004,0.03087247132653222,0.032323106352198094,0.029459107225389816
Issaquah,2010,0.2546066188100347,0.2674711411973067,0.24212545775440888,Owner Occupied,1,5096.337573380182,1297.5612778728653,1363.1232266787101,1233.95306782567,107143.64449393004,0.012110482931597267,0.012722389957119056,0.011516810667156058
Kenmore/LFP,2010,0.1875732850938448,0.19796708919168937,0.17761507632892415,Owner Occupied,1,10391.238574010311,1949.1187555209933,2057.123253593222,1845.6406324749023,107143.64449393004,0.018191641368251348,0.019199675942605847,0.01722585265035914
Kent-East,2010,0.1666683034205156,0.17614742369110914,0.1576095914922284,Owner Occupied,1,7961.4440098011255,1326.9203658909805,1402.3878511874818,1254.7999380730041,107143.64449393004,0.012384499072795251,0.01308885709284353,0.011711380026316836
Kent-SE,2010,0.19348546921629953,0.2041032362125582,0.18328835212905997,Owner Occupied,1,9804.95839662523,1897.1169760173286,2001.2237396807052,1797.1346672114285,107143.64449393004,0.01770629499283838,0.018677950980042306,0.016773133634755542
Kent-West,2010,0.2595804324087541,0.2725905645234943,0.246959531839511,Owner Occupied,1,5521.876295219032,1433.3710364206054,1505.211376542657,1363.6799847429854,107143.64449393004,0.013378031363323743,0.014048536277183768,0.012727586327532861
Kirkland,2010,0.282757240177264,0.2964656079125153,0.2694132170802955,Owner Occupied,1,13236.790552215993,3742.7983653490764,3924.2531578733533,3566.1663264905715,107143.64449393004,0.0349325280377327,0.036626093655939364,0.03328397445629735
Kirkland North,2010,0.20143273549145385,0.2123753200300554,0.1909191299737211,Owner Occupied,1,9025.872093156919,1818.1061059205724,1916.8724743345467,1723.2116472796079,107143.64449393004,0.016968865624349495,0.017890678288838145,0.016083190518848108
Mercer Isle/Pt Cities,2010,0.15926240895695729,0.16842215339828487,0.15052986869143378,Owner Occupied,1,8911.788725762044,1419.3129405803159,1500.9426478234006,1341.4903866947604,107143.64449393004,0.013246823433010285,0.014008695101914635,0.012520484934323466
NE Seattle,2010,0.2513746464563503,0.2641523573483305,0.23902527327486017,Owner Occupied,1,14740.003545514923,3705.263180019164,3893.606683870516,3523.2333755391123,107143.64449393004,0.03458220221572803,0.036340062000514636,0.03288326985870555
Newcastle/Four Creeks,2010,0.16796481586301465,0.17749185289169972,0.1588588342814975,Owner Occupied,1,11832.932892929613,1987.5163944803317,2100.2491843092175,1879.7659255019862,107143.64449393004,0.018550016698311297,0.01960218167143084,0.017544353044743402
North Highline,2010,0.24340186115668969,0.25590201192745404,0.23132734746485176,Owner Occupied,1,3353.700565515932,816.2969594088205,858.2187221177674,775.8026560121738,107143.64449393004,0.0076187156341789904,0.008009982544194562,0.007240771579840416
North Seattle,2010,0.294704665585664,0.30874589903863975,0.28102535224080144,Owner Occupied,1,10099.370199926829,2976.3315173952565,3118.1391321004558,2838.1790678446905,107143.64449393004,0.02777889002612631,0.029102418037283643,0.02648947663905049
NW Seattle,2010,0.306987217849825,0.3213638531027381,0.2929666054465156,Owner Occupied,1,10820.728053862205,3321.82520036471,3477.3908607660505,3170.111966399891,107143.64449393004,0.031003474037630853,0.03245540953166899,0.029587494259442387
QA/Magnolia,2010,0.35141518017127293,0.36677911328791873,0.33635092365617775,Owner Occupied,1,13814.233926116416,4854.531504074312,5066.772470172863,4646.430340651763,107143.64449393004,0.045308627749257986,0.04728952887597461,0.043366364496916054
Redmond,2010,0.22629387937515985,0.2381822409025855,0.21481648310204748,Owner Occupied,1,10986.639271392281,2486.2092220188392,2616.822361648563,2360.111209391331,107143.64449393004,0.023204448885063726,0.02442349589664007,0.022027542749164533
Renton-East,2010,0.2232209393955127,0.23500444333360967,0.2118575975368053,Owner Occupied,1,10450.044280573677,2332.6687010343608,2455.8068389677883,2213.921275435572,107143.64449393004,0.021771414553352367,0.02292069539511432,0.020663113392236684
Renton-North,2010,0.2457632030662169,0.25833204256082065,0.23360048868950176,Owner Occupied,1,2418.3360668802434,594.3380178870456,624.7336957556746,564.9244870386725,107143.64449393004,0.005547114070034423,0.005830804978741108,0.005272589799488078
Renton-South,2010,0.24108070913653976,0.2534804948304696,0.2290893640647002,Owner Occupied,1,11995.775273914303,2891.9500096778297,3040.6950523069095,2748.104528964083,107143.64449393004,0.02699133507486453,0.028379611937497353,0.025648787120730897
Sammamish,2010,0.11364017556111145,0.1205527600033262,0.10709357222117773,Owner Occupied,1,11370.876975938387,1292.1884558294382,1370.790603107648,1217.7478346407845,107143.64449393004,0.012060336961028463,0.012793951611243788,0.011365562935557722
SE Seattle,2010,0.23096633094869404,0.2430313182107245,0.21933124095028597,Owner Occupied,1,9273.148630202071,2141.7851154596806,2253.6655355619837,2033.8911965786647,107143.64449393004,0.01998984751336341,0.02103405709416259,0.018982845003875985
SeaTac/Tukwila,2010,0.2699520062507782,0.2832832683807334,0.25701092607998044,Owner Occupied,1,8985.10512551439,2425.54715500676,2545.3299467001966,2309.270189234432,107143.64449393004,0.02263827375355123,0.02375623826053813,0.021553030048042262
Shoreline,2010,0.2284805265170959,0.2404724725921672,0.216921340863576,Owner Occupied,1,14211.736148181488,3247.1049578585507,3417.5313313806846,3082.828861262881,107143.64449393004,0.03030609023237498,0.03189672469629588,0.028772857931274973
Snoqualmie/North Bend/Skykomish,2010,0.15375715416406788,0.16264034670200925,0.1452799567161132,Owner Occupied,1,13639.051779864067,2097.101787168264,2218.2601101637483,1981.4808522274784,107143.64449393004,0.019572806180650968,0.020703608885447408,0.018493685384574857
Vashon Island,2010,0.22093798459212552,0.2326477584239568,0.20965608897922436,Owner Occupied,1,3623,800.4583181772707,842.8828287699955,759.5840103717298,107143.64449393004,0.0074708894023351865,0.007866848591450955,0.007089398666243449
West Seattle,2010,0.29715666659271966,0.3112781627160427,0.28339899744457303,Owner Occupied,1,16073.568342203098,4776.36798881934,5003.350821851728,4555.233153537186,107143.64449393004,0.044579106967841974,0.046697597841514345,0.04251519700541129
Auburn-North,2011,0.19390294606997563,0.3886640504726592,0.08310419324109095,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-South,2011,0.2160449731341968,0.4214136767895504,0.09406809722028953,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Ballard,2011,0.2823010897783695,0.5097238185393989,0.12908515969163473,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Beacon/Gtown/S.Park,2011,0.22921414013125943,0.4401237239465891,0.10077671140946148,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bear Creek/Carnation/Duvall,2011,0.11025315289430158,0.2467607573304404,0.04461961269100486,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-Central,2011,0.27843428269918713,0.5048954491277305,0.12692896889682925,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-NE,2011,0.188821170929256,0.38091223265068674,0.08064317168059856,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-South,2011,0.12688261295022066,0.2775593860548376,0.05192801747963366,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-West,2011,0.25777344166031196,0.47857015769505296,0.1157061660489216,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Black Diamond/Enumclaw/SE County,2011,0.15510468797027982,0.3267149412846738,0.06470349058848004,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bothell/Woodinville,2011,0.21206313067200197,0.41565854721000783,0.09207186758404912,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Burien,2011,0.2351429704440761,0.44830610730000736,0.10381971063087538,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Capitol Hill/E.lake,2011,0.33875132685050463,0.5751884104590864,0.16179770940769397,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Central Seattle,2011,0.28245024831854365,0.5099107490320114,0.12916971094396426,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Covington/Maple Valley,2011,0.1378033766807686,0.2970131052043729,0.05681154839409597,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Delridge,2011,0.257504432874934,0.4782564792302781,0.1155767052348498,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Des Moines/Normandy Park,2011,0.2194670170635107,0.4263381434703958,0.09580103507065144,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Downtown,2011,0.5784609091646162,0.7838092395640255,0.34074625991567725,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
East Federal Way,2011,0.15107066621959236,0.31992343924856026,0.06285016727580328,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fairwood,2011,0.15509734656254837,0.3267065767436501,0.06470118570266709,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Central/Military Rd,2011,0.1934497891350667,0.3879814442142945,0.08288470672611445,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Dash Point/Woodmont,2011,0.16762711136749298,0.3473970486951762,0.07053693034335655,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fremont/Greenlake,2011,0.2994837102115438,0.5305055869813436,0.13874069709921963,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Issaquah,2011,0.25013993815323016,0.4685140243544371,0.11164142897000472,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kenmore/LFP,2011,0.18400959504322256,0.37346946819486615,0.07832456778907856,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kent-East,2011,0.16342192938699476,0.34052736885629875,0.06856704668957488,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kent-SE,2011,0.18983869658124708,0.3824578930759704,0.0811298623285161,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kent-West,2011,0.2552015748373929,0.4752061098094672,0.11433345034718988,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland,2011,0.27802782359374995,0.5043834366737212,0.12670285351975943,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland North,2011,0.19766035180474964,0.3943679746218286,0.08494713322323084,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Mercer Isle/Pt Cities,2011,0.15614794216166122,0.3284854840938897,0.06519138118156151,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
NE Seattle,2011,0.24702252839838415,0.4644248309640002,0.11002261675636164,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Newcastle/Four Creeks,2011,0.164704394790186,0.342632132553441,0.069167537843169,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
North Highline,2011,0.23909961899782803,0.4537229197112852,0.10587315204109904,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
North Seattle,2011,0.2898703682788284,0.518949581765551,0.13329545592972225,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
NW Seattle,2011,0.3020394178631544,0.5335234987592173,0.1401947939968279,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
QA/Magnolia,2011,0.3461018093492212,0.5831486814529336,0.16627576064150543,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Redmond,2011,0.22221103409680307,0.4302170462355864,0.09718209481900118,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Renton-East,2011,0.21918811543754085,0.4259279014766495,0.09565582120949778,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Renton-North,2011,0.24148602573699143,0.4569384754507918,0.10710686351183808,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Renton-South,2011,0.23678590802959243,0.4505393939217013,0.1046630941882178,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Sammamish,2011,0.11126588671419896,0.24867664092899272,0.04505995455876806,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
SE Seattle,2011,0.2268412559856264,0.4367737361585498,0.09955023545094216,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
SeaTac/Tukwila,2011,0.265381083154844,0.4884235065722427,0.11980520912162251,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Shoreline,2011,0.2243510093043936,0.4332786956804964,0.09828212384449336,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Snoqualmie/North Bend/Skykomish,2011,0.1507343964937095,0.31933019874027413,0.06268962904910791,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Vashon Island,2011,0.2168867295116832,0.4226422719569837,0.09449826755385728,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
West Seattle,2011,0.2922900432896754,0.5218825553991326,0.13465844501403568,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-North,2012,0.19520780967686344,0.35178973984421635,0.09761782493031328,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-South,2012,0.2174586310635481,0.3833788109784396,0.11026513424937812,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Ballard,2012,0.28399117203499324,0.4701881077357966,0.1503072732087923,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Beacon/Gtown/S.Park,2012,0.23068855658350393,0.4015548655367054,0.11797098719622068,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bear Creek/Carnation/Duvall,2012,0.11107263256258816,0.2185302835831892,0.05279731148322451,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-Central,2012,0.2801103398523335,0.4653849357264671,0.14785968290280582,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-NE,2012,0.19009988632868477,0.34435079036881383,0.09476829049568766,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-South,2012,0.12780793090184064,0.24695322957689167,0.06135664907628994,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-West,2012,0.25936982969097394,0.4392985955566068,0.1350762497234237,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Black Diamond/Enumclaw/SE County,2012,0.15619902105808184,0.2928976249860948,0.0762693977387333,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bothell/Woodinville,2012,0.21345784627907247,0.37780825188294226,0.10796808121195824,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Burien,2012,0.23664384360155152,0.4095563832574903,0.12146826751134072,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Capitol Hill/E.lake,2012,0.34061897337906394,0.5361232699358521,0.18723891264069603,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Central Seattle,2012,0.28414086416175716,0.4703686861605373,0.1504002595151523,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Covington/Maple Valley,2012,0.1387956957072957,0.2650575611309797,0.06706725047665721,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Delridge,2012,0.2590996782950793,0.4389802686642316,0.1349240733441577,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Des Moines/Normandy Park,2012,0.2208967449048639,0.38815245438124074,0.1122577245655622,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Downtown,2012,0.5804900854113071,0.7557944335998744,0.3815311873915008,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
East Federal Way,2012,0.15214164951361245,0.28650331583585575,0.07410873351343872,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fairwood,2012,0.15619164024864088,0.2928886833066715,0.07626634708856025,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Central/Military Rd,2012,0.1947523309935778,0.35113314108509963,0.09736323388776397,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Dash Point/Woodmont,2012,0.1687921494376377,0.3124304610215181,0.08305219541908677,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fremont/Greenlake,2012,0.30123350462816617,0.490972359908068,0.161256641376349,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Issaquah,2012,0.2517050851893723,0.4293965858336045,0.13043524688704491,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kenmore/LFP,2012,0.1852631300954739,0.33723454735613306,0.09208465428700537,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kent-East,2012,0.1645635249538569,0.3059286796659888,0.08076345970775399,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kent-SE,2012,0.19112267014341336,0.34583900269548695,0.09533451388558407,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kent-West,2012,0.2567875476828214,0.4359815077749,0.1335092994301904,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland,2012,0.2797023694986764,0.464882201042062,0.14760653368502863,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland North,2012,0.19898424487228436,0.3572639211028342,0.09974578231647575,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Mercer Isle/Pt Cities,2012,0.1572482499015578,0.29455756559410823,0.07683459815585228,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
NE Seattle,2012,0.24857456950670292,0.4253512329009213,0.12857203844466478,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Newcastle/Four Creeks,2012,0.1658531572151814,0.30791778567186745,0.0814609242937937,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
North Highline,2012,0.24061776942926416,0.4148567435282944,0.12382251190976404,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
North Seattle,2012,0.2915874185627062,0.479408144378706,0.15509221429348827,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
NW Seattle,2012,0.3037976956019183,0.4940064738480164,0.1629044127995724,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
QA/Magnolia,2012,0.347988646587947,0.5442338986885803,0.1922584035716122,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Redmond,2012,0.2236535502471564,0.3919322036119207,0.11385093579744753,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Renton-East,2012,0.22061656070040375,0.3877570152280554,0.11209185919795524,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Renton-North,2012,0.24301456251407477,0.41801371977472096,0.12523877439766276,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Renton-South,2012,0.23829403687034884,0.411746590920208,0.12243827254695104,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Sammamish,2012,0.11209194426033936,0.2202902576865784,0.05331359022029392,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
SE Seattle,2012,0.228304947356171,0.3983026291242775,0.11656818667059314,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
SeaTac/Tukwila,2012,0.26700758628378435,0.449034615775061,0.139750658281107,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Shoreline,2012,0.22580333917767545,0.3948997526433029,0.11511093306203458,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Snoqualmie/North Bend/Skykomish,2012,0.15180345135639745,0.28595772845590495,0.07392584680463846,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Vashon Island,2012,0.2183043452128584,0.3845669969303768,0.11075907013828444,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
West Seattle,2012,0.2940154651235895,0.4823387409965893,0.15663598769255957,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-North,2013,0.1939791527932478,0.3907806501023429,0.08261524140246518,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-South,2013,0.21612755165990255,0.4235846595524824,0.09352105719761795,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Ballard,2013,0.28239988816124284,0.5119454494248388,0.1283625856589951,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Beacon/Gtown/S.Park,2013,0.2293003013344612,0.44231309900571886,0.10019347620505303,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bear Creek/Carnation/Duvall,2013,0.1103009779694562,0.2484164104307987,0.0443456892894668,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-Central,2013,0.2785322398439008,0.5071194556595304,0.12621736838810255,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-NE,2013,0.18889585830356304,0.3830109279774903,0.08016680141716077,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-South,2013,0.12693664423598316,0.27934333634695646,0.05161122453254004,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-West,2013,0.257866719183105,0.4807924103273408,0.11504985694921664,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Black Diamond/Enumclaw/SE County,2013,0.1551685700597015,0.3286741865045719,0.06431486945474205,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Bothell/Woodinville,2013,0.21214459303379157,0.4178221574946486,0.09153558182123536,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Burien,2013,0.2352306676695592,0.4505063145975009,0.10322192231358686,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Capitol Hill/E.lake,2013,0.3388605594398632,0.5773586818977423,0.16092543864618974,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Central Seattle,2013,0.28254908925300654,0.5121310805490257,0.12844617668567437,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Covington/Maple Valley,2013,0.1378613114857307,0.29887267747837015,0.05646731676241128,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Delridge,2013,0.2575976588074082,0.4804762762064778,0.11492014859417196,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Des Moines/Normandy Park,2013,0.21955054427664836,0.42851452070551993,0.09524460302646004,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Downtown,2013,0.5785797829430201,0.7853144297430559,0.33930321328409835,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
East Federal Way,2013,0.15113320580341164,0.32185976984184683,0.06247149578573235,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
Fairwood,2013,0.15516124523525662,0.328665564083636,0.06431251690402741,Owner Occupied,1,NA,NA,NA,NA,NA,NA,NA,NA
