FID_HRA_20,GEOID,Year,short_label,tenure,value,moe,SE,CoV
39,Renton-North,2014,6,Renter,21.06408336,58.17864433,35.37010429,1.679166555
39,Renton-North,2014,7,Owner,19.8943996,51.76828669,31.47288357,1.581997155
39,Renton-North,2014,7,Renter,144.3562744,96.34972502,58.57647358,0.405777122
39,Renton-North,2014,NA,Owner,6076.797045,997.5887608,606.4909026,0.09980437
39,Renton-North,2019,0,Total,7002.566322,396.5831622,241.1054429,0.034431012
39,Renton-North,2019,1,Owner,594.6466384,273.7451745,166.425249,0.279872513
39,Renton-North,2019,1,Renter,1975.066153,475.4347703,289.0438167,0.146346398
39,Renton-North,2019,2,Owner,917.07529,305.2168326,185.5586586,0.202337431
39,Renton-North,2019,2,Renter,1657.694411,479.8479267,291.7268253,0.175983476
39,Renton-North,2019,3,Owner,715.3595071,315.0994876,191.5668862,0.267791068
39,Renton-North,2019,3,Renter,342.0391929,277.7960293,168.8879939,0.493767958
39,Renton-North,2019,4,Owner,217.1176031,129.7928356,78.90844115,0.363436405
39,Renton-North,2019,4,Renter,177.04456,164.2892295,99.88075946,0.564156049
39,Renton-North,2019,5,Owner,142.6999927,154.2913792,93.80249811,0.657340595
39,Renton-North,2019,5,Renter,46.74216842,77.11668315,46.88361438,1.003026089
39,Renton-North,2019,6,Owner,56.04626074,90.91899194,55.2748223,0.986235684
39,Renton-North,2019,6,Renter,79.05384222,127.35443,77.42599579,0.979408383
39,Renton-North,2019,7,Owner,12.73596755,58.19850525,35.38217887,2.778130419
39,Renton-North,2019,7,Renter,69.24473548,105.9104623,64.38898915,0.929875588
39,Renton-North,2019,NA,Owner,7002.566322,986.571387,599.7928149,0.085653286
40,Renton-South,2010,0,Total,20347.24964,0,0,0
40,Renton-South,2010,1,Owner,2870.296272,0,0,0
40,Renton-South,2010,1,Renter,2945.64943,0,0,0
40,Renton-South,2010,2,Owner,3823.514713,0,0,0
40,Renton-South,2010,2,Renter,2428.77499,0,0,0
40,Renton-South,2010,3,Owner,1877.046218,0,0,0
40,Renton-South,2010,3,Renter,1394.30096,0,0,0
40,Renton-South,2010,4,Owner,1538.087245,0,0,0
40,Renton-South,2010,4,Renter,1046.884549,0,0,0
40,Renton-South,2010,5,Owner,706.2053263,0,0,0
40,Renton-South,2010,5,Renter,535.8644422,0,0,0
40,Renton-South,2010,6,Owner,653.8672877,0,0,0
40,Renton-South,2010,7,Owner,526.7582111,0,0,0
40,Renton-South,2010,NA,Owner,20347.24964,0,0,0
40,Renton-South,2014,0,Total,20467.08863,1277.95003,776.9384516,0.03796038
40,Renton-South,2014,1,Owner,3100.32359,1235.418289,751.080989,0.242258902
40,Renton-South,2014,1,Renter,3052.247398,1261.180255,766.743152,0.251206096
40,Renton-South,2014,2,Owner,3444.584482,1171.555854,712.2553852,0.206775415
40,Renton-South,2014,2,Renter,2632.248895,1312.928303,798.2037317,0.303240219
40,Renton-South,2014,3,Owner,2145.518126,1116.324539,678.6771299,0.316323186
40,Renton-South,2014,3,Renter,1397.739441,975.9334254,593.3253935,0.424489269
40,Renton-South,2014,4,Owner,1576.930052,882.68791,536.6361453,0.340304343
40,Renton-South,2014,4,Renter,1078.007598,870.3484429,529.134282,0.490844668
40,Renton-South,2014,5,Owner,586.0413135,507.9030131,308.7831068,0.526896483
40,Renton-South,2014,5,Renter,653.0054475,657.9238289,399.9892867,0.612535911
40,Renton-South,2014,6,Owner,217.8854846,305.3811033,185.6585281,0.852092228
40,Renton-South,2014,6,Renter,264.101503,389.6843072,236.9112368,0.897046151
40,Renton-South,2014,7,Owner,145.6253996,250.2950196,152.1685672,1.044931499
40,Renton-South,2014,7,Renter,172.8298953,288.5764756,175.4420399,1.015113963
40,Renton-South,2014,NA,Owner,20467.08863,3254.980725,1978.88777,0.096686334
40,Renton-South,2019,0,Total,21814.76893,1383.309431,840.9924194,0.038551516
40,Renton-South,2019,1,Owner,2910.928202,1172.042781,712.5514159,0.244784951
40,Renton-South,2019,1,Renter,2737.571559,1198.838326,728.8419509,0.266236676
40,Renton-South,2019,2,Owner,4216.669213,1367.173923,831.1827269,0.197118314
40,Renton-South,2019,2,Renter,3166.39141,1454.934856,884.5375859,0.279351941
40,Renton-South,2019,3,Owner,1988.273208,1106.695408,672.823034,0.338395665
40,Renton-South,2019,3,Renter,1797.638102,1141.157343,693.7744032,0.385936637
40,Renton-South,2019,4,Owner,1473.766029,850.6566961,517.16255,0.350912248
40,Renton-South,2019,4,Renter,1279.993064,891.7645749,542.1543658,0.423560393
40,Renton-South,2019,5,Owner,570.8773455,566.2716823,344.268738,0.603052023
40,Renton-South,2019,5,Renter,548.4834707,700.6624359,425.9725148,0.776636923
40,Renton-South,2019,6,Owner,189.3923093,306.19327,186.1522904,0.982892553
40,Renton-South,2019,6,Renter,236.3633845,357.4743492,217.3289728,0.919469711
40,Renton-South,2019,7,Owner,314.6887178,390.5749134,237.452687,0.754563712
40,Renton-South,2019,7,Renter,383.7329151,436.9119292,265.6235923,0.69220956
40,Renton-South,2019,NA,Owner,21814.76893,3372.872448,2050.560848,0.093998743
41,Sammamish,2010,0,Total,13133.45697,0,0,0
41,Sammamish,2010,1,Owner,1301.29209,0,0,0
41,Sammamish,2010,1,Renter,572.6079752,0,0,0
41,Sammamish,2010,2,Owner,3449.210168,0,0,0
41,Sammamish,2010,2,Renter,519.5792031,0,0,0
41,Sammamish,2010,3,Owner,2367.371836,0,0,0
41,Sammamish,2010,3,Renter,290.5812192,0,0,0
41,Sammamish,2010,4,Owner,2985.694603,0,0,0
41,Sammamish,2010,4,Renter,283.888357,0,0,0
41,Sammamish,2010,5,Owner,912.5260186,0,0,0
41,Sammamish,2010,5,Renter,95.92323751,0,0,0
41,Sammamish,2010,6,Owner,275.4384334,0,0,0
41,Sammamish,2010,7,Owner,79.34382694,0,0,0
41,Sammamish,2010,NA,Owner,13133.45697,0,0,0
41,Sammamish,2014,0,Total,13490.22219,590.0809229,358.7437284,0.02659287
41,Sammamish,2014,1,Owner,1338.539666,641.4845533,389.9949168,0.291358506
41,Sammamish,2014,1,Renter,542.7582493,396.0949702,240.8086432,0.443675695
41,Sammamish,2014,2,Owner,3451.996225,832.4858153,506.1154389,0.146615293
41,Sammamish,2014,2,Renter,510.6807433,394.2949216,239.7142914,0.469401469
41,Sammamish,2014,3,Owner,2389.644824,833.6911329,506.84822,0.212101905
41,Sammamish,2014,3,Renter,426.3831057,385.5847425,234.4188785,0.549784631
41,Sammamish,2014,4,Owner,3021.494836,868.1469557,527.7958728,0.174680382
41,Sammamish,2014,4,Renter,367.6393564,346.8200562,210.8516226,0.573528429
41,Sammamish,2014,5,Owner,1010.850092,560.8932073,340.9988573,0.337338702
41,Sammamish,2014,5,Renter,136.0484478,237.0852684,144.1376086,1.059457943
41,Sammamish,2014,6,Owner,173.2129527,220.3802704,133.981691,0.773508499
41,Sammamish,2014,6,Renter,11.88097304,128.0665997,77.8589642,6.553248114
41,Sammamish,2014,7,Owner,84.50356598,168.326763,102.3354056,1.211018782
41,Sammamish,2014,7,Renter,24.58915721,149.2813029,90.756588,3.690919018
41,Sammamish,2014,NA,Owner,13490.22219,1709.969782,1039.587811,0.077062319
41,Sammamish,2019,0,Total,14511.42421,731.7559832,444.8760493,0.030656953
41,Sammamish,2019,1,Owner,1373.074191,600.505092,365.0811733,0.265885977
41,Sammamish,2019,1,Renter,415.6823425,350.2488034,212.9361529,0.512256911
41,Sammamish,2019,2,Owner,3758.4636,870.9159739,529.4793163,0.140876532
41,Sammamish,2019,2,Renter,508.895803,358.2321875,217.7897058,0.427965223
41,Sammamish,2019,3,Owner,2950.444779,891.4950656,541.9905157,0.183697902
41,Sammamish,2019,3,Renter,257.6859511,292.5135653,177.8356204,0.690125401
41,Sammamish,2019,4,Owner,3289.742174,840.5774579,511.0348083,0.155341903
41,Sammamish,2019,4,Renter,587.1935357,502.525901,305.5140547,0.520295331
41,Sammamish,2019,5,Owner,826.8666922,511.9941182,311.270322,0.376445593
41,Sammamish,2019,5,Renter,115.3190359,208.0303949,126.4734998,1.096726996
41,Sammamish,2019,6,Owner,272.8871875,305.1557872,185.5215456,0.679847036
41,Sammamish,2019,6,Renter,65.12620257,157.4366553,95.7146902,1.469680197
41,Sammamish,2019,7,Owner,66.66025405,149.710569,91.01756325,1.365394785
41,Sammamish,2019,7,Renter,23.38246493,139.6935841,84.92766885,3.632109322
41,Sammamish,2019,NA,Owner,14511.42421,1683.076253,1023.237706,0.070512562
42,SE Seattle,2010,0,Total,14605.55943,0,0,0
42,SE Seattle,2010,1,Owner,1989.342664,0,0,0
42,SE Seattle,2010,1,Renter,1858.535978,0,0,0
42,SE Seattle,2010,2,Owner,3032.977961,0,0,0
42,SE Seattle,2010,2,Renter,1452.196534,0,0,0
42,SE Seattle,2010,3,Owner,1553.047533,0,0,0
42,SE Seattle,2010,3,Renter,969.9796081,0,0,0
42,SE Seattle,2010,4,Owner,1193.401386,0,0,0
42,SE Seattle,2010,4,Renter,669.142751,0,0,0
42,SE Seattle,2010,5,Owner,531.1784606,0,0,0
42,SE Seattle,2010,5,Renter,382.5559297,0,0,0
42,SE Seattle,2010,6,Owner,465.7544184,0,0,0
42,SE Seattle,2010,7,Owner,507.4462074,0,0,0
42,SE Seattle,2010,NA,Owner,14605.55943,0,0,0
42,SE Seattle,2014,0,Total,15268.42026,1024.273159,622.7138647,0.040784433
42,SE Seattle,2014,1,Owner,2325.584855,912.7081245,554.8871399,0.238601115
42,SE Seattle,2014,1,Renter,2252.541805,976.6447819,593.7578675,0.263594605
42,SE Seattle,2014,2,Owner,3050.297364,996.9883313,606.1258674,0.198710419
42,SE Seattle,2014,2,Renter,2076.217776,1032.830052,627.9160866,0.302432671
42,SE Seattle,2014,3,Owner,1312.307706,706.0663209,429.2578435,0.327101519
42,SE Seattle,2014,3,Renter,745.9623913,565.8150803,343.9911437,0.461137381
42,SE Seattle,2014,4,Owner,977.0617526,603.525819,366.9176449,0.375531684
42,SE Seattle,2014,4,Renter,705.7894008,606.2399839,368.56774,0.522206397
42,SE Seattle,2014,5,Owner,613.7709849,513.2774409,312.0505268,0.508415247
42,SE Seattle,2014,5,Renter,555.9325721,483.965646,294.2302209,0.529255229
42,SE Seattle,2014,6,Owner,172.6411672,231.2625608,140.5976538,0.814392396
42,SE Seattle,2014,6,Renter,78.14026633,186.1174522,113.1513766,1.448054657
42,SE Seattle,2014,7,Owner,282.4900912,269.9836019,164.1383753,0.581041178
42,SE Seattle,2014,7,Renter,119.6821287,220.5439716,134.0812143,1.120311075
42,SE Seattle,2014,NA,Owner,15268.42026,2502.661877,1521.510386,0.099650806
42,SE Seattle,2019,0,Total,17113.77499,1157.471592,703.6927623,0.0411185
42,SE Seattle,2019,1,Owner,2145.545574,920.1977983,559.4405382,0.26074512
42,SE Seattle,2019,1,Renter,2281.05516,1094.130515,665.1841217,0.291612467
42,SE Seattle,2019,2,Owner,3936.467186,1229.205404,747.3038234,0.189841243
42,SE Seattle,2019,2,Renter,2069.006656,989.2869807,601.4437787,0.290692046
42,SE Seattle,2019,3,Owner,1414.274403,690.1369892,419.5734975,0.296670502
42,SE Seattle,2019,3,Renter,988.1178079,818.3294098,497.5089554,0.503491539
42,SE Seattle,2019,4,Owner,1529.38244,732.1317206,445.1044814,0.291035434
42,SE Seattle,2019,4,Renter,401.1478136,494.6913859,300.7510077,0.749726155
42,SE Seattle,2019,5,Owner,725.580371,600.309947,364.9625336,0.502993945
42,SE Seattle,2019,5,Renter,479.6415182,479.292113,291.3889146,0.607513953
42,SE Seattle,2019,6,Owner,316.7423304,346.868193,210.8808877,0.665780565
42,SE Seattle,2019,6,Renter,257.9384585,345.4075083,209.9928544,0.814119987
42,SE Seattle,2019,7,Owner,361.4958666,386.9968196,235.2773604,0.650843847
42,SE Seattle,2019,7,Renter,207.3794033,253.251229,153.9658149,0.742435422
42,SE Seattle,2019,NA,Owner,17113.77499,2856.100275,1736.385675,0.101461289
43,SeaTac/Tukwila,2010,0,Total,17296.05341,0,0,0
43,SeaTac/Tukwila,2010,1,Owner,2172.534682,0,0,0
43,SeaTac/Tukwila,2010,1,Renter,3084.200495,0,0,0
43,SeaTac/Tukwila,2010,2,Owner,2686.19046,0,0,0
43,SeaTac/Tukwila,2010,2,Renter,2208.418486,0,0,0
43,SeaTac/Tukwila,2010,3,Owner,1214.804595,0,0,0
43,SeaTac/Tukwila,2010,3,Renter,1318.007845,0,0,0
43,SeaTac/Tukwila,2010,4,Owner,1080.29458,0,0,0
43,SeaTac/Tukwila,2010,4,Renter,1033.306453,0,0,0
43,SeaTac/Tukwila,2010,5,Owner,583.9175777,0,0,0
43,SeaTac/Tukwila,2010,5,Renter,667.0150012,0,0,0
43,SeaTac/Tukwila,2010,6,Owner,636.1356613,0,0,0
43,SeaTac/Tukwila,2010,7,Owner,611.2275693,0,0,0
43,SeaTac/Tukwila,2010,NA,Owner,17296.05341,0,0,0
43,SeaTac/Tukwila,2014,0,Total,17736.94017,1399.605998,850.9000282,0.047973327
43,SeaTac/Tukwila,2014,1,Owner,2530.563442,1068.120245,649.3710004,0.256611231
43,SeaTac/Tukwila,2014,1,Renter,3300.160611,1375.791707,836.4219678,0.253448867
43,SeaTac/Tukwila,2014,2,Owner,2532.2333,982.8447669,597.5271908,0.235968459
43,SeaTac/Tukwila,2014,2,Renter,2098.717568,1184.209728,719.9483945,0.343042058
43,SeaTac/Tukwila,2014,3,Owner,1105.153611,719.2154196,437.251928,0.395648101
43,SeaTac/Tukwila,2014,3,Renter,1675.442312,1064.294981,647.0454048,0.386193783
43,SeaTac/Tukwila,2014,4,Owner,1029.34454,700.6994319,425.9950067,0.413850747
43,SeaTac/Tukwila,2014,4,Renter,1129.995964,890.7397522,541.5313178,0.479232966
43,SeaTac/Tukwila,2014,5,Owner,628.0084614,567.4667316,344.9952764,0.549348134
43,SeaTac/Tukwila,2014,5,Renter,835.1004819,763.4548279,464.1475785,0.55579848
43,SeaTac/Tukwila,2014,6,Owner,209.6664199,314.2661921,191.0602785,0.911258363
43,SeaTac/Tukwila,2014,6,Renter,169.3762928,268.8207546,163.4314143,0.964901354
43,SeaTac/Tukwila,2014,7,Owner,137.340874,243.4647264,148.0160438,1.077727551
43,SeaTac/Tukwila,2014,7,Renter,355.8362886,456.5222093,277.5457961,0.779981708
43,SeaTac/Tukwila,2014,NA,Owner,17736.94017,3129.088965,1902.351014,0.107253618
43,SeaTac/Tukwila,2019,0,Total,17504.06616,1429.21132,868.8987862,0.049639825
43,SeaTac/Tukwila,2019,1,Owner,1844.8634,891.3867628,541.9246723,0.293747858
43,SeaTac/Tukwila,2019,1,Renter,3014.248653,1267.768205,770.7483415,0.255701646
43,SeaTac/Tukwila,2019,2,Owner,2498.790313,983.7153026,598.0564388,0.239338385
43,SeaTac/Tukwila,2019,2,Renter,2432.258522,1199.707348,729.3702787,0.299873666
43,SeaTac/Tukwila,2019,3,Owner,1219.05008,805.4139999,489.6569437,0.401670901
43,SeaTac/Tukwila,2019,3,Renter,1521.251776,1004.816162,610.8848503,0.401567222
43,SeaTac/Tukwila,2019,4,Owner,1051.708825,766.9977174,466.3015024,0.443375097
43,SeaTac/Tukwila,2019,4,Renter,1222.016894,947.3826087,575.9677294,0.471325505
43,SeaTac/Tukwila,2019,5,Owner,631.968976,569.7463215,346.3811686,0.548098375
43,SeaTac/Tukwila,2019,5,Renter,732.7283923,732.3670268,445.2475374,0.607657001
43,SeaTac/Tukwila,2019,6,Owner,257.8803061,385.0025367,234.0649225,0.907649467
43,SeaTac/Tukwila,2019,6,Renter,540.0974079,619.8113381,376.8185375,0.697686254
43,SeaTac/Tukwila,2019,7,Owner,256.7295317,335.2860721,203.8394582,0.793985238
43,SeaTac/Tukwila,2019,7,Renter,280.4730851,351.0363815,213.4149664,0.760910682
43,SeaTac/Tukwila,2019,NA,Owner,17504.06616,3190.089961,1939.436986,0.110799226
44,Shoreline,2010,0,Total,21167.57963,0,0,0
44,Shoreline,2010,1,Owner,3298.589295,0,0,0
44,Shoreline,2010,1,Renter,2968.626584,0,0,0
44,Shoreline,2010,2,Owner,5145.408031,0,0,0
44,Shoreline,2010,2,Renter,2064.743141,0,0,0
44,Shoreline,2010,3,Owner,2493.337068,0,0,0
44,Shoreline,2010,3,Renter,934.6935547,0,0,0
44,Shoreline,2010,4,Owner,1996.886139,0,0,0
44,Shoreline,2010,4,Renter,686.987687,0,0,0
44,Shoreline,2010,5,Owner,661.3835031,0,0,0
44,Shoreline,2010,5,Renter,300.7925186,0,0,0
44,Shoreline,2010,6,Owner,371.092604,0,0,0
44,Shoreline,2010,7,Owner,245.0395087,0,0,0
44,Shoreline,2010,NA,Owner,21167.57963,0,0,0
44,Shoreline,2014,0,Total,20957.07713,1115.029094,677.8895555,0.03234657
44,Shoreline,2014,1,Owner,3497.998775,1323.206697,804.4525517,0.229975081
44,Shoreline,2014,1,Renter,2992.505868,1187.902918,722.1936946,0.241334095
44,Shoreline,2014,2,Owner,4618.396173,1454.662494,884.3720014,0.191488986
44,Shoreline,2014,2,Renter,2120.689631,1139.676383,692.874043,0.326721097
44,Shoreline,2014,3,Owner,2414.168565,1140.049593,693.100939,0.28709716
44,Shoreline,2014,3,Renter,1088.32286,873.7098146,531.1778509,0.488070104
44,Shoreline,2014,4,Owner,2076.05947,1109.805111,674.7135996,0.324997241
44,Shoreline,2014,4,Renter,678.5539489,618.187434,375.8312739,0.553870882
44,Shoreline,2014,5,Owner,718.1330406,641.9932094,390.3041577,0.543498399
44,Shoreline,2014,5,Renter,196.7751979,339.5034275,206.4034282,1.048930101
44,Shoreline,2014,6,Owner,261.2449956,339.3751299,206.3254288,0.789777536
44,Shoreline,2014,6,Renter,186.2123979,333.6273858,202.8310485,1.089245672
44,Shoreline,2014,7,Owner,55.94529627,221.3934617,134.5976676,2.405879968
44,Shoreline,2014,7,Renter,52.07091139,228.4001808,138.8574503,2.666699057
44,Shoreline,2014,NA,Owner,20957.07713,3124.913613,1899.81258,0.090652555
44,Shoreline,2019,0,Total,21707.06073,1212.199432,736.9649264,0.033950471
44,Shoreline,2019,1,Owner,2838.294946,1139.869922,692.9917065,0.24415775
44,Shoreline,2019,1,Renter,3080.019863,1265.2297,769.2050401,0.249740286
44,Shoreline,2019,2,Owner,5358.053708,1414.24734,859.8013321,0.160468965
44,Shoreline,2019,2,Renter,2185.630222,1123.111882,682.8035415,0.312405792
44,Shoreline,2019,3,Owner,2741.133058,1122.957719,682.7098173,0.249061174
44,Shoreline,2019,3,Renter,1151.151117,838.0696463,509.5101671,0.44260928
44,Shoreline,2019,4,Owner,1872.852968,908.7319517,552.4697984,0.294988345
44,Shoreline,2019,4,Renter,823.057579,751.3337752,456.7785017,0.554977578
44,Shoreline,2019,5,Owner,642.2592127,539.0746544,327.7341191,0.510283251
44,Shoreline,2019,5,Renter,467.0541478,550.517722,334.6910102,0.716600017
44,Shoreline,2019,6,Owner,331.6168705,399.4475722,242.8468805,0.732311598
44,Shoreline,2019,6,Renter,85.31347831,234.9848535,142.8606471,1.674537833
44,Shoreline,2019,7,Owner,107.8099643,237.5789313,144.4377344,1.339743829
44,Shoreline,2019,7,Renter,22.81359222,196.533055,119.4836135,5.237387096
44,Shoreline,2019,NA,Owner,21707.06073,3272.593132,1989.595353,0.091656599
45,Snoqualmie/North Bend/Skykomish,2010,0,Total,17079.294,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,1,Owner,2047.681569,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,1,Renter,987.9427415,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,2,Owner,4455.492356,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,2,Renter,1026.320848,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,3,Owner,2715.899567,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,3,Renter,704.1280293,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,4,Owner,3014.21113,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,4,Renter,503.9334374,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,5,Owner,961.5214368,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,5,Renter,217.9171691,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,6,Owner,314.507239,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,7,Owner,129.7384823,0,0,0
45,Snoqualmie/North Bend/Skykomish,2010,NA,Owner,17079.294,0,0,0
45,Snoqualmie/North Bend/Skykomish,2014,0,Total,17905.43117,1274.79927,775.0229256,0.043284237
45,Snoqualmie/North Bend/Skykomish,2014,1,Owner,2191.556185,972.4361149,591.1991796,0.269762274
45,Snoqualmie/North Bend/Skykomish,2014,1,Renter,868.0134543,693.4861992,421.6096726,0.485717901
45,Snoqualmie/North Bend/Skykomish,2014,2,Owner,4474.682394,1216.114117,739.3448857,0.165228461
45,Snoqualmie/North Bend/Skykomish,2014,2,Renter,1207.577072,803.2620035,488.3486228,0.404403689
45,Snoqualmie/North Bend/Skykomish,2014,3,Owner,2766.341893,988.7316987,601.1061912,0.217292806
45,Snoqualmie/North Bend/Skykomish,2014,3,Renter,985.8585975,737.406809,448.3115074,0.4547422
45,Snoqualmie/North Bend/Skykomish,2014,4,Owner,2911.060244,979.8353323,595.6975844,0.204632517
45,Snoqualmie/North Bend/Skykomish,2014,4,Renter,1050.330066,797.898159,485.0876369,0.461843046
45,Snoqualmie/North Bend/Skykomish,2014,5,Owner,851.5572881,539.7394834,328.1383064,0.385339085
45,Snoqualmie/North Bend/Skykomish,2014,5,Renter,168.8196293,277.5495861,168.7381671,0.99951746
45,Snoqualmie/North Bend/Skykomish,2014,6,Owner,326.5780702,361.9292029,220.0373316,0.673766403
45,Snoqualmie/North Bend/Skykomish,2014,6,Renter,12.05932257,151.2620023,91.9607677,7.6256993
45,Snoqualmie/North Bend/Skykomish,2014,7,Owner,57.05920651,165.8200949,100.8114596,1.766786917
45,Snoqualmie/North Bend/Skykomish,2014,7,Renter,33.93774484,162.2590044,98.64647027,2.906689019
45,Snoqualmie/North Bend/Skykomish,2014,NA,Owner,17905.43117,2780.207037,1690.245862,0.094398501
45,Snoqualmie/North Bend/Skykomish,2019,0,Total,20264.24085,1345.879147,818.2364223,0.040378341
45,Snoqualmie/North Bend/Skykomish,2019,1,Owner,2082.457951,960.7139419,584.0726045,0.2804727
45,Snoqualmie/North Bend/Skykomish,2019,1,Renter,896.6331322,643.0564749,390.9505772,0.436020668
45,Snoqualmie/North Bend/Skykomish,2019,2,Owner,5509.065718,1355.585059,824.1371981,0.149596545
45,Snoqualmie/North Bend/Skykomish,2019,2,Renter,1775.799889,939.5533006,571.207848,0.321662284
45,Snoqualmie/North Bend/Skykomish,2019,3,Owner,3206.929369,1218.424179,740.7493036,0.230983978
45,Snoqualmie/North Bend/Skykomish,2019,3,Renter,658.2737364,583.6156245,354.8131061,0.539005411
45,Snoqualmie/North Bend/Skykomish,2019,4,Owner,3661.553954,994.2468518,604.4591661,0.165082687
45,Snoqualmie/North Bend/Skykomish,2019,4,Renter,780.1290345,528.32855,321.2009514,0.41172798
45,Snoqualmie/North Bend/Skykomish,2019,5,Owner,1064.167645,569.0319554,345.9468649,0.32508681
45,Snoqualmie/North Bend/Skykomish,2019,5,Renter,195.1029597,268.9851901,163.531384,0.838179924
45,Snoqualmie/North Bend/Skykomish,2019,6,Owner,194.0848791,295.1829496,179.4584909,0.924639218
45,Snoqualmie/North Bend/Skykomish,2019,6,Renter,21.4298816,148.2636734,90.1379132,4.206178778
45,Snoqualmie/North Bend/Skykomish,2019,7,Owner,156.2386546,248.2735898,150.9396251,0.966083749
45,Snoqualmie/North Bend/Skykomish,2019,7,Renter,62.37404692,203.4988143,123.7184945,1.983493144
45,Snoqualmie/North Bend/Skykomish,2019,NA,Owner,20264.24085,2816.723566,1712.446336,0.084505822
46,Vashon Island,2010,0,Total,4606,0,0,0
46,Vashon Island,2010,1,Owner,847,0,0,0
46,Vashon Island,2010,1,Renter,437,0,0,0
46,Vashon Island,2010,2,Owner,1613,0,0,0
46,Vashon Island,2010,2,Renter,272,0,0,0
46,Vashon Island,2010,3,Owner,512,0,0,0
46,Vashon Island,2010,3,Renter,141,0,0,0
46,Vashon Island,2010,4,Owner,443,0,0,0
46,Vashon Island,2010,4,Renter,93,0,0,0
46,Vashon Island,2010,5,Owner,129,0,0,0
46,Vashon Island,2010,5,Renter,40,0,0,0
46,Vashon Island,2010,6,Owner,48,0,0,0
46,Vashon Island,2010,7,Owner,31,0,0,0
46,Vashon Island,2010,NA,Owner,4606,0,0,0
46,Vashon Island,2014,0,Total,4704,397.9574468,241.9409486,0.051433025
46,Vashon Island,2014,1,Owner,1067,365.787234,222.382848,0.208418789
46,Vashon Island,2014,1,Renter,514,313.3617021,190.5103877,0.370642778
46,Vashon Island,2014,2,Owner,1582,377.7021277,229.6265889,0.145149551
46,Vashon Island,2014,2,Renter,223,194.212766,118.0729779,0.529475237
46,Vashon Island,2014,3,Owner,485,249.0212766,151.3941864,0.312152962
46,Vashon Island,2014,3,Renter,120,208.5106383,126.7654671,1.056378892
46,Vashon Island,2014,4,Owner,458,201.3617021,122.4192225,0.267290879
46,Vashon Island,2014,4,Renter,43,70.29787234,42.73807176,0.993908646
46,Vashon Island,2014,5,Owner,164,197.787234,120.2461002,0.733207928
46,Vashon Island,2014,5,Renter,0,34.55319149,21.00684883,Inf
46,Vashon Island,2014,6,Owner,22,60.76595745,36.94307898,1.679230863
46,Vashon Island,2014,6,Renter,8,29.78723404,18.10935244,2.263669055
46,Vashon Island,2014,7,Owner,18,46.46808511,28.25058981,1.569477211
46,Vashon Island,2014,7,Renter,0,34.55319149,21.00684883,Inf
46,Vashon Island,2014,NA,Owner,4704,840,510.6837388,0.10856372
46,Vashon Island,2019,0,Total,4664,451.5744681,274.537783,0.058863161
46,Vashon Island,2019,1,Owner,1110,434.893617,264.3965456,0.238195086
46,Vashon Island,2019,1,Renter,495,294.2978723,178.9204021,0.361455358
46,Vashon Island,2019,2,Owner,1704,452.7659574,275.2621571,0.161538825
46,Vashon Island,2019,2,Renter,171,156.0851064,94.89300679,0.554929864
46,Vashon Island,2019,3,Owner,319,181.106383,110.1048628,0.34515631
46,Vashon Island,2019,3,Renter,88,108.4255319,65.91804288,0.749068669
46,Vashon Island,2019,4,Owner,378,216.8510638,131.8360858,0.348772714
46,Vashon Island,2019,4,Renter,148,171.5744681,104.3098701,0.704796419
46,Vashon Island,2019,5,Owner,123,137.0212766,83.30302122,0.677260335
46,Vashon Island,2019,5,Renter,17,52.42553191,31.87246029,1.874850606
46,Vashon Island,2019,6,Owner,62,75.06382979,45.63556815,0.736057551
46,Vashon Island,2019,6,Renter,11,44.08510638,26.80184161,2.436531056
46,Vashon Island,2019,7,Owner,38,61.95744681,37.66745308,0.991248765
46,Vashon Island,2019,7,Renter,0,34.55319149,21.00684883,Inf
46,Vashon Island,2019,NA,Owner,4664,876.9361702,533.1393358,0.114309463
47,West Seattle,2010,0,Total,25401.42296,0,0,0
47,West Seattle,2010,1,Owner,4686.098782,0,0,0
47,West Seattle,2010,1,Renter,4997.715959,0,0,0
47,West Seattle,2010,2,Owner,6311.19074,0,0,0
47,West Seattle,2010,2,Renter,2847.257793,0,0,0
47,West Seattle,2010,3,Owner,2408.429726,0,0,0
47,West Seattle,2010,3,Renter,944.3304668,0,0,0
47,West Seattle,2010,4,Owner,1949.744873,0,0,0
47,West Seattle,2010,4,Renter,390.2145227,0,0,0
47,West Seattle,2010,5,Owner,492.5410844,0,0,0
47,West Seattle,2010,5,Renter,148.3358719,0,0,0
47,West Seattle,2010,6,Owner,145.2164596,0,0,0
47,West Seattle,2010,7,Owner,80.34667644,0,0,0
