,GEOID,moe,race_cat,YEAR,Less_1_occupant,More_1_occupant
11874,53033023603,166, (HISPANIC OR LATINO HOUSEHOLDER),2019,284,NA
11875,53033023603,17, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
11876,53033007402,305, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
11877,53033007402,306, (WHITE ALONE HOUSEHOLDER),2019,2526,NA
11878,53033007402,52, (WHITE ALONE HOUSEHOLDER),2019,NA,58
11879,53033007402,144, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,281,NA
11880,53033007402,17, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,0
11881,53033007402,17, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
11882,53033007402,110, (ASIAN ALONE HOUSEHOLDER),2019,NA,NA
11883,53033007402,120, (ASIAN ALONE HOUSEHOLDER),2019,352,NA
11884,53033007402,51, (ASIAN ALONE HOUSEHOLDER),2019,NA,47
11885,53033007402,17, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
11886,53033007402,122, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,125,NA
11887,53033007402,17, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
11888,53033007402,179, (TWO OR MORE RACES HOUSEHOLDER),2019,421,NA
11889,53033007402,17, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
11890,53033007402,312," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
11891,53033007402,310," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,2441,NA
11892,53033007402,52," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,58
11893,53033007402,152, (HISPANIC OR LATINO HOUSEHOLDER),2019,291,NA
11894,53033007402,17, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
11895,53033002400,71, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
11896,53033002400,69, (WHITE ALONE HOUSEHOLDER),2019,1085,NA
11897,53033002400,25, (WHITE ALONE HOUSEHOLDER),2019,NA,28
11898,53033002400,12, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,0,0
11899,53033002400,12, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
11900,53033002400,55, (ASIAN ALONE HOUSEHOLDER),2019,NA,NA
11901,53033002400,56, (ASIAN ALONE HOUSEHOLDER),2019,146,NA
11902,53033002400,16, (ASIAN ALONE HOUSEHOLDER),2019,NA,11
11903,53033002400,15, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,10,NA
11904,53033002400,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,NA,0
11905,53033002400,13, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,8,NA
11906,53033002400,12, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
11907,53033002400,31, (TWO OR MORE RACES HOUSEHOLDER),2019,38,NA
11908,53033002400,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
11909,53033002400,72," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
11910,53033002400,71," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1075,NA
11911,53033002400,25," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,28
11912,53033002400,28, (HISPANIC OR LATINO HOUSEHOLDER),2019,31,NA
11913,53033002400,12, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
11914,53033022101,123, (WHITE ALONE HOUSEHOLDER),2019,1490,NA
11915,53033022101,23, (WHITE ALONE HOUSEHOLDER),2019,NA,23
11916,53033022101,49, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,31,NA
11917,53033022101,12, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,0
11918,53033022101,12, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
11919,53033022101,84, (ASIAN ALONE HOUSEHOLDER),2019,275,NA
11920,53033022101,12, (ASIAN ALONE HOUSEHOLDER),2019,NA,0
11921,53033022101,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
11922,53033022101,12, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,0,0
11923,53033022101,39, (TWO OR MORE RACES HOUSEHOLDER),2019,53,NA
11924,53033022101,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
11925,53033022101,120," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1464,NA
11926,53033022101,20," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,17
11927,53033022101,27, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,NA
11928,53033022101,24, (HISPANIC OR LATINO HOUSEHOLDER),2019,26,NA
11929,53033022101,12, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,6
11930,53033008600,237, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
11931,53033008600,238, (WHITE ALONE HOUSEHOLDER),2019,1523,NA
11932,53033008600,27, (WHITE ALONE HOUSEHOLDER),2019,NA,17
11933,53033008600,122, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,NA
11934,53033008600,123, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,206,NA
11935,53033008600,26, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,16
11936,53033008600,28, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,18,NA
11937,53033008600,17, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,NA,0
11938,53033008600,111, (ASIAN ALONE HOUSEHOLDER),2019,397,NA
11939,53033008600,17, (ASIAN ALONE HOUSEHOLDER),2019,NA,0
11940,53033008600,17, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
11941,53033008600,96, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,93,NA
11942,53033008600,17, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
11943,53033008600,120, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,NA
11944,53033008600,114, (TWO OR MORE RACES HOUSEHOLDER),2019,187,NA
11945,53033008600,37, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,23
11946,53033008600,232," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
11947,53033008600,233," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1374,NA
11948,53033008600,27," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,17
11949,53033008600,146, (HISPANIC OR LATINO HOUSEHOLDER),2019,278,NA
11950,53033008600,17, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
11951,53033023201,164, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
11952,53033023201,170, (WHITE ALONE HOUSEHOLDER),2019,1198,NA
11953,53033023201,34, (WHITE ALONE HOUSEHOLDER),2019,NA,20
11954,53033023201,17, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,0,0
11955,53033023201,17, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
11956,53033023201,175, (ASIAN ALONE HOUSEHOLDER),2019,NA,NA
11957,53033023201,188, (ASIAN ALONE HOUSEHOLDER),2019,1311,NA
11958,53033023201,73, (ASIAN ALONE HOUSEHOLDER),2019,NA,107
11959,53033023201,17, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
11960,53033023201,17, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,0,0
11961,53033023201,23, (TWO OR MORE RACES HOUSEHOLDER),2019,14,NA
11962,53033023201,17, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
11963,53033023201,176," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
11964,53033023201,182," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1147,NA
11965,53033023201,34," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,20
11966,53033023201,65, (HISPANIC OR LATINO HOUSEHOLDER),2019,51,NA
11967,53033023201,17, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
11968,53033025803,125, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
11969,53033025803,122, (WHITE ALONE HOUSEHOLDER),2019,876,NA
11970,53033025803,49, (WHITE ALONE HOUSEHOLDER),2019,NA,61
11971,53033025803,65, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,NA
11972,53033025803,62, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,131,NA
11973,53033025803,20, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,18
11974,53033025803,56, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,NA,NA
11975,53033025803,11, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,7,NA
11976,53033025803,55, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,NA,35
11977,53033025803,61, (ASIAN ALONE HOUSEHOLDER),2019,220,NA
11978,53033025803,12, (ASIAN ALONE HOUSEHOLDER),2019,NA,0
11979,53033025803,33, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,24,NA
11980,53033025803,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,NA,0
11981,53033025803,82, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,NA
11982,53033025803,80, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,95,NA
11983,53033025803,52, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,68
11984,53033025803,92, (TWO OR MORE RACES HOUSEHOLDER),2019,152,NA
11985,53033025803,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
11986,53033025803,123," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,846,NA
11987,53033025803,12," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,0
11988,53033025803,94, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,NA
11989,53033025803,92, (HISPANIC OR LATINO HOUSEHOLDER),2019,159,NA
11990,53033025803,72, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,138
11991,53033008800,112, (WHITE ALONE HOUSEHOLDER),2019,1078,NA
11992,53033008800,12, (WHITE ALONE HOUSEHOLDER),2019,NA,0
11993,53033008800,122, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,328,NA
11994,53033008800,12, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,0
11995,53033008800,12, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
11996,53033008800,64, (ASIAN ALONE HOUSEHOLDER),2019,104,NA
11997,53033008800,12, (ASIAN ALONE HOUSEHOLDER),2019,NA,0
11998,53033008800,60, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,39,NA
11999,53033008800,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,NA,0
12000,53033008800,82, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,91,NA
12001,53033008800,12, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12002,53033008800,47, (TWO OR MORE RACES HOUSEHOLDER),2019,89,NA
12003,53033008800,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12004,53033008800,125," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1040,NA
12005,53033008800,12," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,0
12006,53033008800,71, (HISPANIC OR LATINO HOUSEHOLDER),2019,90,NA
12007,53033008800,12, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
12008,53033030006,116, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12009,53033030006,108, (WHITE ALONE HOUSEHOLDER),2019,698,NA
12010,53033030006,35, (WHITE ALONE HOUSEHOLDER),2019,NA,40
12011,53033030006,97, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,NA
12012,53033030006,104, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,237,NA
12013,53033030006,37, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,63
12014,53033030006,16, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,10,NA
12015,53033030006,12, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,NA,0
12016,53033030006,100, (ASIAN ALONE HOUSEHOLDER),2019,NA,NA
12017,53033030006,102, (ASIAN ALONE HOUSEHOLDER),2019,278,NA
12018,53033030006,26, (ASIAN ALONE HOUSEHOLDER),2019,NA,24
12019,53033030006,57, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,67,NA
12020,53033030006,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,NA,0
12021,53033030006,72, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,NA
12022,53033030006,77, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,151,NA
12023,53033030006,40, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,39
12024,53033030006,24, (TWO OR MORE RACES HOUSEHOLDER),2019,22,NA
12025,53033030006,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12026,53033030006,90," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,560,NA
12027,53033030006,13," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,8
12028,53033030006,93, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,NA
12029,53033030006,100, (HISPANIC OR LATINO HOUSEHOLDER),2019,312,NA
12030,53033030006,52, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,71
12031,53033023801,101, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12032,53033023801,100, (WHITE ALONE HOUSEHOLDER),2019,725,NA
12033,53033023801,41, (WHITE ALONE HOUSEHOLDER),2019,NA,67
12034,53033023801,12, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,0,0
12035,53033023801,12, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
12036,53033023801,95, (ASIAN ALONE HOUSEHOLDER),2019,NA,NA
12037,53033023801,97, (ASIAN ALONE HOUSEHOLDER),2019,589,NA
12038,53033023801,18, (ASIAN ALONE HOUSEHOLDER),2019,NA,11
12039,53033023801,59, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,35,NA
12040,53033023801,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,NA,0
12041,53033023801,15, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,9,NA
12042,53033023801,12, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12043,53033023801,29, (TWO OR MORE RACES HOUSEHOLDER),2019,29,NA
12044,53033023801,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12045,53033023801,108," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
12046,53033023801,103," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,690,NA
12047,53033023801,24," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,29
12048,53033023801,60, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,NA
12049,53033023801,52, (HISPANIC OR LATINO HOUSEHOLDER),2019,41,NA
12050,53033023801,35, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,38
12051,53033022802,102, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12052,53033022802,104, (WHITE ALONE HOUSEHOLDER),2019,1415,NA
12053,53033022802,27, (WHITE ALONE HOUSEHOLDER),2019,NA,30
12054,53033022802,60, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,65,NA
12055,53033022802,17, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,0
12056,53033022802,17, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
12057,53033022802,89, (ASIAN ALONE HOUSEHOLDER),2019,NA,NA
12058,53033022802,76, (ASIAN ALONE HOUSEHOLDER),2019,454,NA
12059,53033022802,43, (ASIAN ALONE HOUSEHOLDER),2019,NA,43
12060,53033022802,17, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
12061,53033022802,15, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,14,NA
12062,53033022802,17, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12063,53033022802,31, (TWO OR MORE RACES HOUSEHOLDER),2019,47,NA
12064,53033022802,17, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12065,53033022802,99," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
12066,53033022802,101," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1369,NA
12067,53033022802,27," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,30
12068,53033022802,38, (HISPANIC OR LATINO HOUSEHOLDER),2019,67,NA
12069,53033022802,17, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
12070,53033032702,143, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12071,53033032702,146, (WHITE ALONE HOUSEHOLDER),2019,2428,NA
12072,53033032702,43, (WHITE ALONE HOUSEHOLDER),2019,NA,40
12073,53033032702,17, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,0,0
12074,53033032702,32, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,20,NA
12075,53033032702,17, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,NA,0
12076,53033032702,17, (ASIAN ALONE HOUSEHOLDER),2019,0,0
12077,53033032702,17, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
12078,53033032702,33, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,21,NA
12079,53033032702,17, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12080,53033032702,48, (TWO OR MORE RACES HOUSEHOLDER),2019,31,NA
12081,53033032702,17, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12082,53033032702,140," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
12083,53033032702,142," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,2378,NA
12084,53033032702,43," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,40
12085,53033032702,50, (HISPANIC OR LATINO HOUSEHOLDER),2019,50,NA
12086,53033032702,17, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
12087,53033021100,95, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12088,53033021100,97, (WHITE ALONE HOUSEHOLDER),2019,1116,NA
12089,53033021100,17, (WHITE ALONE HOUSEHOLDER),2019,NA,13
12090,53033021100,57, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,NA
12091,53033021100,64, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,121,NA
12092,53033021100,34, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,32
12093,53033021100,12, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
12094,53033021100,78, (ASIAN ALONE HOUSEHOLDER),2019,NA,NA
12095,53033021100,84, (ASIAN ALONE HOUSEHOLDER),2019,230,NA
12096,53033021100,15, (ASIAN ALONE HOUSEHOLDER),2019,NA,38
12097,53033021100,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
12098,53033021100,13, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,8,NA
12099,53033021100,12, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12100,53033021100,28, (TWO OR MORE RACES HOUSEHOLDER),2019,29,NA
12101,53033021100,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12102,53033021100,98," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
12103,53033021100,100," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1077,NA
12104,53033021100,17," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,13
12105,53033021100,30, (HISPANIC OR LATINO HOUSEHOLDER),2019,47,NA
12106,53033021100,12, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
12107,53033003200,228, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12108,53033003200,231, (WHITE ALONE HOUSEHOLDER),2019,4013,NA
12109,53033003200,39, (WHITE ALONE HOUSEHOLDER),2019,NA,24
12110,53033003200,64, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,54,NA
12111,53033003200,17, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,0
12112,53033003200,17, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
12113,53033003200,121, (ASIAN ALONE HOUSEHOLDER),2019,211,NA
12114,53033003200,17, (ASIAN ALONE HOUSEHOLDER),2019,NA,0
12115,53033003200,17, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
12116,53033003200,65, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,57,NA
12117,53033003200,17, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12118,53033003200,126, (TWO OR MORE RACES HOUSEHOLDER),2019,167,NA
12119,53033003200,17, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12120,53033003200,253," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
12121,53033003200,255," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,3889,NA
12122,53033003200,39," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,24
12123,53033003200,144, (HISPANIC OR LATINO HOUSEHOLDER),2019,204,NA
12124,53033003200,17, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
12125,53033006800,114, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12126,53033006800,116, (WHITE ALONE HOUSEHOLDER),2019,1258,NA
12127,53033006800,23, (WHITE ALONE HOUSEHOLDER),2019,NA,21
12128,53033006800,12, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,0,0
12129,53033006800,12, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
12130,53033006800,89, (ASIAN ALONE HOUSEHOLDER),2019,NA,NA
12131,53033006800,86, (ASIAN ALONE HOUSEHOLDER),2019,164,NA
12132,53033006800,17, (ASIAN ALONE HOUSEHOLDER),2019,NA,11
12133,53033006800,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
12134,53033006800,19, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,16,NA
12135,53033006800,12, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12136,53033006800,19, (TWO OR MORE RACES HOUSEHOLDER),2019,17,NA
12137,53033006800,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12138,53033006800,113," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,NA
12139,53033006800,114," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1243,NA
12140,53033006800,23," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,21
12141,53033006800,33, (HISPANIC OR LATINO HOUSEHOLDER),2019,55,NA
12142,53033006800,12, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,0
12143,53033004301,98, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12144,53033004301,96, (WHITE ALONE HOUSEHOLDER),2019,1112,NA
12145,53033004301,12, (WHITE ALONE HOUSEHOLDER),2019,NA,7
12146,53033004301,25, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,24,NA
12147,53033004301,12, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,0
12148,53033004301,12, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
12149,53033004301,85, (ASIAN ALONE HOUSEHOLDER),2019,239,NA
12150,53033004301,12, (ASIAN ALONE HOUSEHOLDER),2019,NA,0
12151,53033004301,12, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
12152,53033004301,25, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,27,NA
12153,53033004301,12, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12154,53033004301,72, (TWO OR MORE RACES HOUSEHOLDER),2019,94,NA
12155,53033004301,12, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,0
12156,53033004301,95," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,1096,NA
12157,53033004301,12," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2019,NA,0
12158,53033004301,52, (HISPANIC OR LATINO HOUSEHOLDER),2019,77,NA
12159,53033004301,12, (HISPANIC OR LATINO HOUSEHOLDER),2019,NA,7
12160,53033008001,497, (WHITE ALONE HOUSEHOLDER),2019,NA,NA
12161,53033008001,466, (WHITE ALONE HOUSEHOLDER),2019,3134,NA
12162,53033008001,194, (WHITE ALONE HOUSEHOLDER),2019,NA,252
12163,53033008001,101, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,98,NA
12164,53033008001,17, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2019,NA,0
12165,53033008001,17, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2019,0,0
12166,53033008001,401, (ASIAN ALONE HOUSEHOLDER),2019,1258,NA
12167,53033008001,17, (ASIAN ALONE HOUSEHOLDER),2019,NA,0
12168,53033008001,17, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2019,0,0
12169,53033008001,56, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,36,NA
12170,53033008001,17, (SOME OTHER RACE ALONE HOUSEHOLDER),2019,NA,0
12171,53033008001,183, (TWO OR MORE RACES HOUSEHOLDER),2019,NA,NA
12172,53033008001,164, (TWO OR MORE RACES HOUSEHOLDER),2019,252,NA
